corpus,domain,scenario_id,arm,cached,category,item,desc_match,question_match,answer_match,output_match,gaps_match,label,label_field,label_exact
domain_taxonomy_v1,childcare,C08,common,no,outputs,participation decision,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C08,common,no,outputs,registration confirmation,none,none,field,scatter,none,recovered,dropped,missed
domain_taxonomy_v1,childcare,C08,common,no,outputs,transport assignment,none,none,none,exact,exact,unsupported,unsupported,unsupported
domain_taxonomy_v1,childcare,C08,common,no,outputs,updated calendar notice,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C08,common,no,decisions,Do schedule and cost fit the household's agreed constraints?,none,scatter,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C08,common,no,decisions,Has the provider confirmed enrollment or the revised schedule?,none,field,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,childcare,C08,common,no,exceptions,activity fully booked,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,childcare,C08,common,no,exceptions,registration confirmation missing,none,none,field,scatter,field,recovered,dropped,missed
domain_taxonomy_v1,childcare,C08,common,no,exceptions,transport caregiver unavailable,none,none,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,childcare,C08,common,no,exceptions,provider schedule change,field,field,exact,exact,exact,carried,carried,recovered
domain_taxonomy_v1,childcare,C08,common,no,automation_targets,A2: Check household and transport caregiver availability,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C08,common,no,automation_targets,A6: Save provider confirmation before marking enrollment complete,none,none,field,scatter,none,recovered,dropped,missed
domain_taxonomy_v1,childcare,C08,common,no,automation_targets,A8: Confirm revised arrangements after a provider schedule change,none,none,field,scatter,none,recovered,dropped,missed
domain_taxonomy_v1,childcare,C01,domain,no,activities,Check the arrival window and provider notice,none,none,field,scatter,scatter,recovered,dropped,missed
domain_taxonomy_v1,childcare,C01,domain,no,activities,Confirm the escort with the partner,none,scatter,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,childcare,C01,domain,no,activities,Review the daily item list,none,scatter,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,childcare,C01,domain,no,activities,Pack and check the bag,field,scatter,field,field,field,carried,carried,missed
domain_taxonomy_v1,childcare,C01,domain,no,activities,Resolve missing items before departure,none,none,field,scatter,field,recovered,dropped,missed
domain_taxonomy_v1,childcare,C01,domain,no,activities,Escort the child to childcare,field,field,field,field,field,carried,carried,missed
domain_taxonomy_v1,childcare,C01,domain,no,activities,Send an arrival delay notice when needed,none,none,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,childcare,C01,domain,no,activities,Confirm handover with the childcare teacher,none,none,field,field,scatter,recovered,recovered,missed
domain_taxonomy_v1,childcare,C01,domain,no,actors,mother,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C01,domain,no,actors,partner,none,exact,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C01,domain,no,actors,childcare teacher,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C01,domain,no,actors,backup caregiver,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C01,domain,no,systems,shared family calendar,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,childcare,C01,domain,no,systems,packing checklist,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C01,domain,no,systems,childcare messaging app,none,field,none,scatter,field,unsupported,missed,missed
domain_taxonomy_v1,childcare,C01,domain,no,systems,attendance register,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C01,domain,no,inputs,arrival window,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C01,domain,no,inputs,daily item list,none,field,exact,exact,field,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C01,domain,no,inputs,caregiver availability,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C01,domain,no,inputs,provider notice,none,none,field,scatter,none,recovered,dropped,missed
domain_taxonomy_v1,childcare,C01,domain,no,outputs,checked bag,none,none,scatter,none,none,dropped,missed,missed
domain_taxonomy_v1,childcare,C01,domain,no,outputs,assigned escort,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C01,domain,no,outputs,arrival notice,none,none,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,childcare,C01,domain,no,outputs,handover confirmation,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C01,domain,no,decisions,Are all required items packed?,none,none,field,field,scatter,recovered,recovered,missed
domain_taxonomy_v1,childcare,C01,domain,no,decisions,Can the assigned escort meet the arrival window?,none,none,field,field,scatter,recovered,recovered,missed
domain_taxonomy_v1,childcare,C01,domain,no,exceptions,missing required item,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C01,domain,no,exceptions,escort unavailable,none,none,none,scatter,none,unsupported,missed,missed
domain_taxonomy_v1,childcare,C01,domain,no,exceptions,arrival delay,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C01,domain,no,exceptions,unacknowledged handover,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C01,domain,no,automation_targets,A1: Check the arrival window and provider notice,none,none,field,scatter,scatter,recovered,dropped,missed
domain_taxonomy_v1,childcare,C01,domain,no,automation_targets,A4: Pack and check the bag,field,scatter,field,field,field,carried,carried,missed
domain_taxonomy_v1,childcare,C01,domain,no,automation_targets,A7: Send an arrival delay notice when needed,none,none,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,childcare,C02,domain,no,activities,Review the pickup window,none,none,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,childcare,C02,domain,no,activities,Ask the planned collector to confirm availability,none,none,field,scatter,none,recovered,dropped,missed
domain_taxonomy_v1,childcare,C02,domain,no,activities,Check the collector against authorized pickup names,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,childcare,C02,domain,no,activities,Request a collector change from the teacher if needed,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C02,domain,no,activities,Wait for provider acknowledgment before the changed pickup,none,none,field,scatter,field,recovered,dropped,missed
domain_taxonomy_v1,childcare,C02,domain,no,activities,Collect the child and confirm collection,field,field,field,field,field,carried,carried,missed
domain_taxonomy_v1,childcare,C02,domain,no,activities,Record home arrival in the handover log,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C02,domain,no,activities,Follow up on a missing collection confirmation,none,none,scatter,scatter,none,recovered,missed,missed
domain_taxonomy_v1,childcare,C02,domain,no,actors,mother,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C02,domain,no,actors,partner,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C02,domain,no,actors,backup caregiver,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C02,domain,no,actors,childcare teacher,none,none,scatter,field,none,recovered,unsupported,missed
domain_taxonomy_v1,childcare,C02,domain,no,systems,shared family calendar,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C02,domain,no,systems,authorized pickup list,none,scatter,exact,field,field,recovered,recovered,dropped
domain_taxonomy_v1,childcare,C02,domain,no,systems,childcare messaging app,none,field,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C02,domain,no,systems,family handover log,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C02,domain,no,inputs,pickup window,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C02,domain,no,inputs,collector availability,none,none,field,exact,none,recovered,recovered,unsupported
domain_taxonomy_v1,childcare,C02,domain,no,inputs,authorized pickup names,none,none,field,none,none,dropped,dropped,missed
domain_taxonomy_v1,childcare,C02,domain,no,inputs,change request,none,none,field,exact,none,recovered,recovered,unsupported
domain_taxonomy_v1,childcare,C02,domain,no,outputs,confirmed collector,none,none,field,exact,none,recovered,recovered,unsupported
domain_taxonomy_v1,childcare,C02,domain,no,outputs,provider acknowledgment,none,none,field,none,none,dropped,dropped,missed
domain_taxonomy_v1,childcare,C02,domain,no,outputs,collection confirmation,none,none,scatter,scatter,none,recovered,missed,missed
domain_taxonomy_v1,childcare,C02,domain,no,outputs,home arrival note,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C02,domain,no,decisions,Is the proposed collector already authorized?,none,none,scatter,field,none,recovered,unsupported,missed
domain_taxonomy_v1,childcare,C02,domain,no,decisions,Has collection been confirmed by the end of the pickup window?,none,none,field,field,scatter,recovered,recovered,missed
domain_taxonomy_v1,childcare,C02,domain,no,exceptions,collector unavailable,none,none,none,field,none,unsupported,unsupported,missed
domain_taxonomy_v1,childcare,C02,domain,no,exceptions,collector not authorized,none,field,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,childcare,C02,domain,no,exceptions,provider acknowledgment missing,none,none,field,scatter,none,recovered,dropped,missed
domain_taxonomy_v1,childcare,C02,domain,no,exceptions,collection confirmation missing,none,none,scatter,field,none,recovered,unsupported,missed
domain_taxonomy_v1,childcare,C02,domain,no,automation_targets,A1: Review the pickup window,none,none,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,childcare,C02,domain,no,automation_targets,A2: Ask the planned collector to confirm availability,none,none,field,none,none,dropped,dropped,missed
domain_taxonomy_v1,childcare,C02,domain,no,automation_targets,A8: Follow up on a missing collection confirmation,none,none,scatter,none,none,dropped,missed,missed
domain_taxonomy_v1,childcare,C03,domain,no,activities,Collect unread notices from the provider app,none,none,scatter,scatter,none,recovered,missed,missed
domain_taxonomy_v1,childcare,C03,domain,no,activities,Identify response and preparation requirements,none,scatter,field,scatter,scatter,recovered,dropped,missed
domain_taxonomy_v1,childcare,C03,domain,no,activities,Check the event against the household schedule,none,scatter,field,scatter,none,recovered,dropped,missed
domain_taxonomy_v1,childcare,C03,domain,no,activities,Ask the administrator about unclear notice details,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,childcare,C03,domain,no,activities,Confirm the family's participation decision,none,scatter,field,scatter,field,recovered,dropped,missed
domain_taxonomy_v1,childcare,C03,domain,no,activities,Submit a response and save the receipt,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C03,domain,no,activities,Add the event and item deadline to the calendar,none,field,field,field,scatter,recovered,recovered,missed
domain_taxonomy_v1,childcare,C03,domain,no,activities,Check that the preparation reminder is assigned,none,scatter,field,field,field,recovered,recovered,missed
